구분,평균,평년
2014-01-02,"214,000","272,000"
2014-01-03,"214,000","271,867"
2014-01-06,"214,000","272,267"
2014-01-07,"214,000","272,400"
2014-01-08,"214,000","272,667"
2014-01-09,"214,000","272,667"
2014-01-10,"214,000","272,667"
2014-01-13,"214,000","272,733"
2014-01-14,"214,000","272,800"
2014-01-15,"214,000","272,833"
2014-01-16,"214,000","272,833"
2014-01-17,"214,000","272,867"
2014-01-20,"214,000","273,000"
2014-01-21,"214,000","273,000"
2014-01-22,"214,000","273,000"
2014-01-23,"214,000","273,000"
2014-01-24,"214,000","273,000"
2014-01-27,"214,000","273,000"
2014-01-28,"214,000","273,000"
2014-01-29,"214,000","273,000"
2014-02-03,"214,000","273,400"
2014-02-04,"214,000","273,500"
2014-02-05,"214,000","273,500"
2014-02-06,"214,000","273,533"
2014-02-07,"214,000","273,667"
2014-02-10,"214,000","273,667"
2014-02-11,"214,000","273,667"
2014-02-12,"214,000","273,667"
2014-02-13,"214,000","273,667"
2014-02-14,"214,000","273,667"
2014-02-17,"214,000","273,933"
2014-02-18,"214,000","273,867"
2014-02-19,"214,000","273,833"
2014-02-20,"214,000","273,900"
2014-02-21,"214,000","274,000"
2014-02-24,"214,000","273,933"
2014-02-25,"214,000","274,000"
2014-02-26,"214,000","274,000"
2014-02-27,"214,000","274,133"
2014-02-28,"214,000","274,267"
2014-03-03,"214,000","276,144"
2014-03-04,"214,000","276,122"
2014-03-05,"214,000","276,411"
2014-03-06,"214,000","277,011"
2014-03-07,"214,000","277,600"
2014-03-10,"214,000","277,722"
2014-03-11,"214,000","277,722"
2014-03-12,"214,000","277,822"
2014-03-13,"214,000","277,955"
2014-03-14,"214,000","278,089"
2014-03-17,"214,000","278,939"
2014-03-18,"214,000","279,005"
2014-03-19,"214,000","280,089"
2014-03-20,"214,000","281,289"
2014-03-21,"214,000","282,689"
2014-03-24,"214,000","285,889"
2014-03-25,"214,000","285,889"
2014-03-26,"214,000","286,355"
2014-03-27,"214,000","287,289"
2014-03-28,"214,000","287,955"
2014-03-31,"214,000","288,889"
2014-04-01,"214,000","288,889"
2014-04-02,"214,000","288,889"
2014-04-03,"214,000","288,889"
2014-04-04,"214,000","288,889"
2014-04-07,"214,000","288,622"
2014-04-08,"214,000","288,422"
2014-04-09,"214,000","288,222"
2014-04-10,"214,000","288,022"
2014-04-11,"214,000","287,889"
2014-04-14,"214,000","288,022"
2014-04-15,"214,000","288,155"
2014-04-16,"214,000","288,222"
2014-04-17,"214,000","288,222"
2014-04-18,"214,000","288,244"
2014-04-21,"214,000","288,544"
2014-04-22,"214,000","288,567"
2014-04-23,"214,000","288,880"
2014-04-24,"214,000","289,167"
2014-04-25,"214,000","289,233"
2014-04-28,"214,000","289,560"
2014-04-29,"214,000","289,560"
2014-04-30,"214,000","289,613"
2014-05-02,"214,000","289,667"
2014-05-07,"214,000","289,083"
2014-05-08,"214,000","289,083"
2014-05-09,"214,000","289,044"
2014-05-12,"214,000","289,722"
2014-05-13,"214,000","289,722"
2014-05-14,"214,000","290,355"
2014-05-15,"214,000","291,239"
2014-05-16,"214,000","292,105"
2014-05-19,"214,000","293,183"
2014-05-20,"214,000","293,005"
2014-05-21,"214,000","292,956"
2014-05-22,"214,000","293,156"
2014-05-23,"213,000","293,311"
2014-05-26,"213,000","293,333"
2014-05-27,"213,000","293,400"
2014-05-28,"213,000","293,467"
2014-05-29,"213,000","293,500"
2014-05-30,"213,000","293,500"
2014-06-02,"213,000","293,667"
2014-06-03,"213,000","293,667"
2014-06-05,"213,000","294,417"
2014-06-09,"213,000","295,567"
2014-06-10,"213,000","295,500"
2014-06-11,"213,000","295,533"
2014-06-12,"213,000","295,667"
2014-06-13,"213,000","295,667"
2014-06-16,"213,000","295,667"
2014-06-17,"213,000","295,667"
2014-06-18,"213,000","295,733"
2014-06-19,"213,000","295,800"
2014-06-20,"213,000","295,867"
2014-06-23,"213,000","296,000"
2014-06-24,"213,000","296,000"
2014-06-25,"213,000","296,000"
2014-06-26,"213,000","296,000"
2014-06-27,"213,000","296,000"
2014-06-30,"213,000","295,733"
2014-07-01,"213,000","295,600"
2014-07-02,"213,000","295,500"
2014-07-03,"213,000","295,500"
2014-07-04,"213,000","295,467"
2014-07-07,"213,000","295,200"
2014-07-08,"213,000","295,133"
2014-07-09,"213,000","295,067"
2014-07-10,"214,000","295,000"
2014-07-11,"218,000","295,067"
2014-07-14,"219,000","295,330"
2014-07-15,"217,000","295,410"
2014-07-16,"217,000","295,467"
2014-07-17,"217,000","295,533"
2014-07-18,"217,000","295,573"
2014-07-21,"217,000","295,733"
2014-07-22,"217,000","295,733"
2014-07-23,"217,000","295,733"
2014-07-24,"217,000","295,733"
2014-07-25,"217,000","295,733"
2014-07-28,"217,000","295,733"
2014-07-29,"217,000","295,733"
2014-07-30,"217,000","295,733"
2014-07-31,"217,000","295,733"
2014-08-04,"217,000","295,733"
2014-08-05,"217,000","295,733"
2014-08-06,"217,000","295,733"
2014-08-07,"217,000","295,733"
2014-08-08,"217,000","295,653"
2014-08-11,"217,000","295,413"
2014-08-12,"217,000","295,333"
2014-08-13,"217,000","295,333"
2014-08-14,"217,000","295,333"
2014-08-18,"217,000","295,333"
2014-08-19,"217,000","295,333"
2014-08-20,"217,000","295,733"
2014-08-21,"217,000","296,400"
2014-08-22,"217,000","297,200"
2014-08-25,"217,000","299,200"
2014-08-26,"217,000","299,333"
2014-08-27,"217,000","299,333"
2014-08-28,"217,000","299,333"
2014-08-29,"219,000","299,333"
2014-09-01,"222,000","300,217"
2014-09-02,"225,000","300,617"
2014-09-03,"225,000","301,800"
2014-09-04,"225,000","302,667"
2014-09-05,"225,000","303,467"
2014-09-11,"225,000","304,333"
2014-09-12,"225,000","304,333"
2014-09-15,"225,000","302,733"
2014-09-17,"225,000","301,500"
2014-09-18,"223,000","301,500"
2014-09-19,"223,000","301,511"
2014-09-22,"223,000","301,611"
2014-09-23,"223,000","302,011"
2014-09-24,"223,000","302,067"
2014-09-25,"223,000","302,000"
2014-09-26,"223,000","302,133"
2014-09-29,"223,000","302,667"
2014-09-30,"223,000","302,667"
2014-10-01,"223,000","302,667"
2014-10-02,"223,000","302,600"
2014-10-06,"223,000","301,822"
2014-10-07,"223,000","302,071"
2014-10-08,"223,000","302,325"
2014-10-10,"223,000","302,666"
2014-10-13,"220,000","304,577"
2014-10-14,"218,000","305,089"
2014-10-15,"218,000","305,713"
2014-10-16,"216,000","305,566"
2014-10-17,"216,000","304,133"
2014-10-20,"216,000","307,733"
2014-10-21,"216,000","307,733"
2014-10-22,"216,000","305,400"
2014-10-23,"216,000","300,967"
2014-10-24,"216,000","294,767"
2014-10-27,"216,000","289,300"
2014-10-28,"216,000","288,800"
2014-10-29,"212,000","286,067"
2014-10-30,"212,000","282,650"
2014-10-31,"212,000","280,783"
2014-11-03,"208,000","283,983"
2014-11-04,"208,000","285,733"
2014-11-05,"197,000","287,083"
2014-11-06,"197,000","286,683"
2014-11-07,"193,000","283,733"
2014-11-10,"187,000","283,700"
2014-11-11,"187,000","283,933"
2014-11-12,"187,000","281,800"
2014-11-13,"187,000","280,433"
2014-11-14,"191,000","279,633"
2014-11-17,"191,000","279,667"
2014-11-18,"189,000","279,867"
2014-11-19,"189,000","279,683"
2014-11-20,"189,000","279,150"
2014-11-21,"188,000","278,733"
2014-11-24,"186,000","279,467"
2014-11-25,"184,000","280,133"
2014-11-26,"180,000","280,667"
2014-11-27,"178,000","281,000"
2014-11-28,"178,000","281,000"
2014-12-02,"178,000","282,933"
2014-12-03,"178,000","283,600"
2014-12-04,"178,000","284,167"
2014-12-05,"176,000","284,167"
2014-12-08,"175,000","284,533"
2014-12-09,"175,000","285,000"
2014-12-10,"175,000","285,333"
2014-12-11,"174,000","285,500"
2014-12-12,"174,000","285,500"
2014-12-15,"174,000","286,733"
2014-12-16,"174,000","286,867"
2014-12-17,"174,000","287,133"
2014-12-18,"174,000","287,167"
2014-12-19,"174,000","287,167"
2014-12-22,"174,000","287,533"
2014-12-23,"176,000","287,667"
2014-12-24,"176,000","287,800"
2014-12-26,"176,000","287,933"
2014-12-29,"176,000","288,167"
2014-12-30,"176,000","288,200"
2014-12-31,"175,000","288,333"
