구분,평균,평년
2018-01-02,"316,000","268,333"
2018-01-03,"316,000","268,533"
2018-01-04,"316,000","268,800"
2018-01-05,"316,000","269,067"
2018-01-08,"316,000","269,333"
2018-01-09,"316,000","269,333"
2018-01-10,"316,000","269,333"
2018-01-11,"316,000","269,467"
2018-01-12,"316,000","269,367"
2018-01-15,"316,000","268,933"
2018-01-16,"316,000","268,800"
2018-01-17,"316,000","268,800"
2018-01-18,"316,000","268,667"
2018-01-19,"316,000","268,600"
2018-01-22,"316,000","269,067"
2018-01-23,"316,000","269,000"
2018-01-24,"316,000","269,000"
2018-01-25,"318,000","269,000"
2018-01-26,"318,000","269,000"
2018-01-29,"318,000","268,867"
2018-01-30,"318,000","268,733"
2018-01-31,"318,000","268,667"
2018-02-01,"318,000","268,667"
2018-02-02,"318,000","268,600"
2018-02-05,"318,000","268,500"
2018-02-06,"318,000","268,600"
2018-02-07,"318,000","268,733"
2018-02-08,"318,000","268,867"
2018-02-09,"318,000","269,000"
2018-02-12,"318,000","269,000"
2018-02-13,"318,000","269,000"
2018-02-14,"318,000","269,000"
2018-02-19,"318,000","269,400"
2018-02-20,"318,000","270,067"
2018-02-21,"318,000","270,667"
2018-02-22,"318,000","271,133"
2018-02-23,"312,600","271,600"
2018-02-26,"312,600","272,000"
2018-02-27,"312,600","272,000"
2018-02-28,"312,600","272,200"
2018-03-02,"312,600","272,250"
2018-03-05,"312,600","272,640"
2018-03-06,"312,600","272,880"
2018-03-07,"312,600","273,120"
2018-03-08,"312,600","273,160"
2018-03-09,"312,600","273,200"
2018-03-12,"312,600","273,200"
2018-03-13,"312,600","273,200"
2018-03-14,"312,600","273,200"
2018-03-15,"312,600","273,200"
2018-03-16,"312,600","273,200"
2018-03-19,"312,600","273,200"
2018-03-20,"312,600","273,200"
2018-03-21,"312,600","273,200"
2018-03-22,"312,600","273,200"
2018-03-23,"312,600","273,200"
2018-03-26,"312,600","273,200"
2018-03-27,"312,600","273,200"
2018-03-28,"312,600","273,200"
2018-03-29,"312,600","273,333"
