구분,평균,평년
2010-01-04,"155,000","155,667"
2010-01-05,"155,000","155,667"
2010-01-06,"155,000","155,667"
2010-01-07,"155,000","155,533"
2010-01-08,"155,000","155,500"
2010-01-11,"155,000","155,267"
2010-01-12,"155,000","155,133"
2010-01-13,"155,000","154,867"
2010-01-14,"156,000","154,733"
2010-01-15,"156,000","154,667"
2010-01-18,"156,000","154,467"
2010-01-19,"156,000","154,333"
2010-01-20,"156,000","154,267"
2010-01-21,"156,000","154,200"
2010-01-22,"156,000","154,200"
2010-01-25,"156,000","155,067"
2010-01-26,"156,000","155,533"
2010-01-27,"156,000","155,900"
2010-01-28,"156,000","155,967"
2010-01-29,"156,000","156,033"
2010-02-01,"156,000","156,267"
2010-02-02,"156,000","156,333"
2010-02-03,"156,000","156,333"
2010-02-04,"156,000","156,333"
2010-02-05,"156,000","156,333"
2010-02-08,"156,000","156,250"
2010-02-09,"156,000","156,183"
2010-02-10,"156,000","156,117"
2010-02-11,"156,000","156,033"
2010-02-12,"156,000","156,000"
2010-02-16,"156,000","155,667"
2010-02-17,"156,000","155,667"
2010-02-18,"156,000","155,667"
2010-02-19,"156,000","155,667"
2010-02-22,"156,000","155,800"
2010-02-23,"156,000","156,000"
2010-02-24,"156,000","156,083"
2010-02-25,"156,000","156,083"
2010-02-26,"156,000","156,200"
2010-03-02,"156,000","156,667"
2010-03-03,"156,000","156,667"
2010-03-04,"156,000","156,667"
2010-03-05,"156,000","156,667"
2010-03-08,"156,000","156,867"
2010-03-09,"156,000","156,933"
2010-03-10,"156,000","157,000"
2010-03-11,"156,000","157,000"
2010-03-12,"156,000","157,000"
2010-03-15,"156,000","157,000"
2010-03-16,"157,000","157,067"
2010-03-17,"157,000","157,133"
2010-03-18,"157,000","157,200"
2010-03-19,"157,000","157,267"
2010-03-22,"157,000","157,333"
2010-03-23,"157,000","157,333"
2010-03-24,"157,000","157,333"
2010-03-25,"157,000","157,333"
2010-03-26,"157,000","157,333"
2010-03-29,"157,000","157,467"
2010-03-30,"157,000","157,600"
2010-03-31,"157,000","157,733"
2010-04-01,"157,000","157,867"
2010-04-02,"157,000","158,000"
2010-04-05,"157,000","157,933"
2010-04-06,"157,000","157,800"
2010-04-07,"157,000","157,533"
2010-04-08,"157,000","157,283"
2010-04-09,"157,000","157,083"
2010-04-12,"157,000","156,267"
2010-04-13,"157,000","156,133"
2010-04-14,"157,000","156,000"
2010-04-15,"157,000","156,000"
2010-04-16,"157,000","156,000"
2010-04-19,"157,000","156,000"
2010-04-20,"158,000","156,000"
2010-04-21,"158,000","155,800"
2010-04-22,"158,000","155,700"
2010-04-23,"161,000","155,667"
2010-04-26,"161,000","155,400"
2010-04-27,"161,200","155,333"
2010-04-28,"161,200","155,333"
2010-04-29,"162,000","155,333"
2010-04-30,"162,000","155,333"
2010-05-03,"162,000","155,200"
2010-05-04,"162,000","155,067"
2010-05-06,"162,000","155,000"
2010-05-07,"162,000","154,933"
2010-05-10,"163,000","154,667"
2010-05-11,"163,000","154,667"
2010-05-12,"163,000","154,667"
2010-05-13,"163,000","154,667"
2010-05-14,"163,000","154,667"
2010-05-17,"163,000","154,667"
2010-05-18,"165,000","154,667"
2010-05-19,"165,000","154,667"
2010-05-20,"165,000","154,667"
2010-05-24,"165,000","154,667"
2010-05-25,"165,000","154,600"
2010-05-26,"165,000","154,533"
2010-05-27,"165,000","154,400"
2010-05-28,"165,000","154,333"
2010-05-31,"166,000","154,133"
2010-06-01,"166,000","154,067"
2010-06-03,"166,000","154,000"
2010-06-04,"168,000","154,000"
2010-06-07,"169,000","154,000"
2010-06-08,"169,000","153,933"
2010-06-09,"169,000","153,867"
2010-06-10,"169,000","153,800"
2010-06-11,"169,000","153,750"
2010-06-14,"169,000","153,467"
2010-06-15,"169,000","153,400"
2010-06-16,"169,000","153,333"
2010-06-17,"169,000","153,333"
2010-06-18,"169,000","153,333"
2010-06-21,"169,000","153,333"
2010-06-22,"169,000","153,400"
2010-06-23,"169,000","153,467"
2010-06-24,"169,000","153,533"
2010-06-25,"169,000","153,600"
2010-06-28,"169,000","153,667"
2010-06-29,"169,000","153,667"
2010-06-30,"169,000","153,667"
2010-07-01,"169,000","153,667"
2010-07-02,"169,000","153,667"
2010-07-05,"169,000","153,400"
2010-07-06,"169,000","153,267"
2010-07-07,"169,000","153,067"
2010-07-08,"168,000","152,867"
2010-07-09,"168,000","152,833"
2010-07-12,"168,000","152,467"
2010-07-13,"168,000","152,333"
2010-07-14,"168,000","152,333"
2010-07-15,"168,000","152,333"
2010-07-16,"168,000","152,333"
2010-07-19,"168,000","152,333"
2010-07-20,"168,000","152,267"
2010-07-21,"168,000","152,200"
2010-07-22,"168,000","152,133"
2010-07-23,"168,000","152,017"
2010-07-26,"168,000","151,733"
2010-07-27,"168,000","151,667"
2010-07-28,"168,000","151,667"
2010-07-29,"168,000","151,667"
2010-07-30,"168,000","151,667"
2010-08-02,"168,000","151,667"
2010-08-03,"168,000","151,600"
2010-08-04,"168,000","151,583"
2010-08-05,"168,000","151,583"
2010-08-06,"168,000","151,533"
2010-08-09,"168,000","151,333"
2010-08-10,"168,000","151,333"
2010-08-11,"168,000","151,333"
2010-08-12,"168,000","151,333"
2010-08-13,"168,000","151,427"
2010-08-16,"168,000","151,613"
2010-08-17,"168,000","151,707"
2010-08-18,"168,000","151,800"
2010-08-19,"168,000","151,800"
2010-08-20,"168,000","151,800"
2010-08-23,"168,000","151,800"
2010-08-24,"168,000","151,800"
2010-08-25,"168,000","151,800"
2010-08-26,"168,000","151,800"
2010-08-27,"168,000","151,800"
2010-08-30,"168,000","151,933"
2010-08-31,"168,000","152,000"
2010-09-01,"168,000","152,067"
2010-09-02,"168,000","152,133"
2010-09-03,"168,000","152,133"
2010-09-06,"170,000","152,133"
2010-09-07,"170,000","152,133"
2010-09-08,"169,600","152,133"
2010-09-09,"169,600","152,133"
2010-09-10,"169,600","152,160"
2010-09-13,"165,600","152,507"
2010-09-14,"165,600","152,667"
2010-09-15,"165,600","152,767"
2010-09-16,"165,600","152,767"
2010-09-17,"165,600","153,000"
2010-09-20,"165,600","154,800"
2010-09-24,"165,600","155,767"
2010-09-27,"163,600","155,600"
2010-09-28,"163,600","155,667"
2010-09-29,"163,600","155,683"
2010-09-30,"163,600","155,683"
2010-10-01,"163,600","155,733"
2010-10-04,"163,600","156,000"
2010-10-05,"163,600","156,133"
2010-10-06,"163,600","156,183"
2010-10-07,"163,600","156,183"
2010-10-08,"163,600","156,333"
2010-10-11,"168,000","157,067"
2010-10-12,"168,000","157,613"
2010-10-13,"168,000","157,873"
2010-10-14,"169,000","157,980"
2010-10-15,"171,000","158,280"
2010-10-18,"179,000","160,933"
2010-10-19,"185,000","161,733"
2010-10-20,"190,000","162,133"
2010-10-21,"198,000","161,867"
2010-10-22,"204,000","162,067"
2010-10-25,"206,000","163,167"
2010-10-26,"206,000","164,070"
2010-10-27,"222,000","163,980"
2010-10-28,"229,000","162,807"
2010-10-29,"234,000","161,467"
2010-11-01,"234,000","158,917"
2010-11-02,"238,000","158,767"
2010-11-03,"246,000","158,467"
2010-11-04,"248,000","158,200"
2010-11-05,"272,000","157,933"
2010-11-08,"274,000","158,033"
2010-11-09,"286,000","158,000"
2010-11-10,"286,000","158,000"
2010-11-11,"286,000","157,867"
2010-11-12,"286,000","157,417"
2010-11-15,"288,000","155,667"
2010-11-16,"290,000","155,867"
2010-11-17,"294,000","155,933"
2010-11-18,"294,000","155,867"
2010-11-19,"296,000","156,000"
2010-11-22,"296,000","156,483"
2010-11-23,"298,000","156,600"
2010-11-24,"300,000","156,800"
2010-11-25,"304,000","157,000"
2010-11-26,"304,000","157,000"
2010-11-29,"306,000","157,200"
2010-11-30,"306,000","157,333"
2010-12-01,"306,000","157,333"
2010-12-02,"314,000","157,267"
2010-12-03,"314,000","157,183"
2010-12-06,"314,000","156,883"
2010-12-07,"316,000","156,817"
2010-12-08,"316,000","156,733"
2010-12-09,"316,000","156,667"
2010-12-10,"316,000","156,667"
2010-12-13,"321,000","156,667"
2010-12-14,"321,000","156,667"
2010-12-15,"323,000","156,667"
2010-12-16,"323,000","156,667"
2010-12-17,"323,000","156,533"
2010-12-20,"323,000","156,417"
2010-12-21,"325,000","156,350"
2010-12-22,"325,000","156,267"
2010-12-23,"325,000","156,133"
2010-12-24,"325,000","156,183"
2010-12-27,"325,000","156,133"
2010-12-28,"325,000","156,067"
2010-12-29,"325,000","156,000"
2010-12-30,"325,000","156,000"
2010-12-31,"325,000","156,000"
