구분,평균,평년
2002-01-02,"129,000","112,863"
2002-01-03,"129,000","112,968"
2002-01-04,"129,000","113,048"
2002-01-05,"129,000","113,198"
2002-01-07,"129,000","113,619"
2002-01-08,"128,000","113,850"
2002-01-09,"128,000","114,074"
2002-01-10,"128,000","114,433"
2002-01-11,"128,000","114,553"
2002-01-12,"128,000","115,028"
2002-01-14,"128,000","116,564"
2002-01-15,"128,000","117,307"
2002-01-16,"128,000","117,917"
2002-01-17,"128,000","118,449"
2002-01-18,"128,000","118,679"
2002-01-19,"128,000","119,031"
2002-01-21,"128,000","120,248"
2002-01-22,"128,000","120,921"
2002-01-23,"128,000","121,507"
2002-01-24,"128,000","121,950"
2002-01-25,"128,000","122,211"
2002-01-26,"128,000","122,326"
2002-01-28,"128,000","122,509"
2002-01-29,"128,000","122,509"
2002-01-30,"128,000","122,600"
2002-01-31,"128,000","122,888"
2002-02-01,"128,000","122,987"
2002-02-02,"128,000","123,483"
2002-02-04,"128,000","124,779"
2002-02-05,"128,000","125,329"
2002-02-06,"128,000","125,795"
2002-02-07,"128,000","125,970"
2002-02-08,"128,000","126,033"
2002-02-09,"128,000","126,086"
2002-02-14,"128,000","126,057"
2002-02-15,"128,000","126,057"
2002-02-16,"128,000","126,036"
2002-02-18,"128,000","125,957"
2002-02-19,"128,000","125,993"
2002-02-20,"127,000","125,957"
2002-02-21,"127,000","125,938"
2002-02-22,"127,000","125,944"
2002-02-23,"127,000","125,955"
2002-02-25,"127,000","126,060"
2002-02-26,"127,000","126,131"
2002-02-27,"127,000","126,276"
2002-02-28,"127,000","126,404"
2002-03-02,"127,000","126,516"
2002-03-04,"127,000","126,164"
2002-03-05,"127,000","126,113"
2002-03-06,"127,000","126,007"
2002-03-07,"127,000","125,913"
2002-03-08,"127,000","125,852"
2002-03-09,"127,000","125,767"
2002-03-11,"127,000","125,458"
2002-03-12,"127,000","125,287"
2002-03-13,"127,000","125,093"
2002-03-14,"127,000","124,953"
2002-03-15,"127,000","124,874"
2002-03-16,"127,000","124,775"
2002-03-18,"127,000","124,358"
2002-03-19,"126,000","124,158"
2002-03-20,"126,000","123,927"
2002-03-21,"126,000","123,720"
2002-03-22,"126,000","123,612"
2002-03-23,"126,000","123,580"
2002-03-25,"126,000","123,391"
2002-03-26,"126,000","123,269"
2002-03-27,"126,000","123,207"
2002-03-28,"126,000","123,187"
2002-03-29,"126,000","123,156"
2002-03-30,"126,000","123,154"
2002-04-01,"126,000","123,096"
2002-04-02,"126,000","123,076"
2002-04-03,"126,000","123,007"
2002-04-04,"126,000","122,878"
2002-04-06,"126,000","122,736"
2002-04-08,"126,000","122,313"
2002-04-09,"126,000","122,040"
2002-04-10,"126,000","121,853"
2002-04-11,"125,000","121,660"
2002-04-12,"124,000","121,517"
2002-04-13,"124,000","121,469"
2002-04-15,"124,000","121,289"
2002-04-16,"124,000","121,164"
2002-04-17,"123,000","121,060"
2002-04-18,"123,000","120,986"
2002-04-19,"123,000","120,927"
2002-04-20,"123,000","120,878"
2002-04-22,"123,000","120,900"
2002-04-23,"123,000","120,902"
2002-04-24,"123,000","120,904"
2002-04-25,"123,000","120,893"
2002-04-26,"123,000","120,882"
2002-04-27,"123,000","120,856"
2002-04-29,"121,000","120,769"
2002-04-30,"121,000","120,744"
2002-05-02,"121,000","120,717"
2002-05-04,"121,000","120,700"
2002-05-06,"121,000","120,742"
2002-05-07,"121,000","120,838"
2002-05-08,"121,000","120,920"
2002-05-09,"121,000","120,947"
2002-05-10,"121,000","120,982"
2002-05-11,"121,000","121,007"
2002-05-13,"119,000","120,940"
2002-05-14,"119,000","120,942"
2002-05-15,"119,000","120,960"
2002-05-16,"119,000","120,940"
2002-05-17,"119,000","120,912"
2002-05-18,"119,000","120,928"
2002-05-20,"119,000","121,076"
2002-05-21,"119,000","121,124"
2002-05-22,"119,000","121,200"
2002-05-23,"119,000","121,222"
