구분,평균,평년
2015-01-02,"175,000","288,333"
2015-01-05,"175,000","288,467"
2015-01-06,"175,000","288,600"
2015-01-07,"175,000","288,733"
2015-01-08,"175,000","289,000"
2015-01-09,"175,000","289,000"
2015-01-12,"175,000","289,000"
2015-01-13,"175,000","289,067"
2015-01-14,"173,000","289,133"
2015-01-15,"173,000","289,167"
2015-01-16,"173,000","289,167"
2015-01-19,"173,000","289,333"
2015-01-20,"173,000","289,333"
2015-01-21,"172,000","289,333"
2015-01-22,"172,000","289,333"
2015-01-23,"172,000","289,333"
2015-01-26,"172,000","289,333"
2015-01-27,"172,000","289,333"
2015-01-28,"172,000","289,333"
2015-01-29,"172,000","289,333"
2015-01-30,"172,000","289,333"
2015-02-02,"170,000","289,600"
2015-02-03,"170,000","289,733"
2015-02-04,"170,000","289,833"
2015-02-05,"170,000","289,833"
2015-02-06,"170,000","289,867"
2015-02-09,"170,000","290,000"
2015-02-10,"170,000","290,000"
2015-02-11,"170,000","290,000"
2015-02-12,"170,000","290,000"
2015-02-13,"170,000","290,000"
2015-02-16,"170,000","290,133"
2015-02-17,"170,000","290,267"
2015-02-23,"170,000","290,333"
2015-02-24,"170,000","290,267"
2015-02-25,"170,000","290,333"
2015-02-26,"170,000","290,333"
2015-02-27,"170,000","290,467"
2015-03-02,"168,000","292,067"
2015-03-03,"168,000","292,478"
2015-03-04,"167,800","292,455"
2015-03-05,"167,800","292,744"
2015-03-06,"167,800","293,344"
2015-03-09,"167,800","294,022"
2015-03-10,"167,800","294,055"
2015-03-11,"167,800","294,055"
2015-03-12,"167,800","294,155"
2015-03-13,"167,800","294,289"
2015-03-16,"167,800","295,022"
2015-03-17,"167,800","295,139"
2015-03-18,"167,800","295,139"
2015-03-19,"167,800","296,155"
2015-03-20,"167,800","297,289"
2015-03-23,"167,800","301,555"
2015-03-24,"167,800","301,889"
2015-03-25,"167,800","301,889"
2015-03-26,"167,800","302,355"
2015-03-27,"167,800","303,289"
2015-03-30,"167,800","304,755"
2015-03-31,"166,800","304,889"
2015-04-01,"166,800","304,889"
2015-04-02,"166,800","304,889"
2015-04-03,"166,000","304,889"
2015-04-06,"166,000","304,889"
2015-04-07,"164,000","304,889"
2015-04-08,"162,000","304,889"
2015-04-09,"162,000","304,889"
2015-04-10,"162,000","304,889"
2015-04-13,"162,000","304,889"
2015-04-14,"162,000","305,022"
2015-04-15,"162,000","305,155"
2015-04-16,"162,000","305,222"
2015-04-17,"162,000","305,222"
2015-04-20,"162,000","305,555"
2015-04-21,"162,000","305,544"
2015-04-22,"162,000","305,500"
2015-04-23,"162,000","305,600"
2015-04-24,"162,000","305,733"
2015-04-27,"162,000","305,800"
2015-04-28,"162,000","305,733"
2015-04-29,"162,000","305,667"
2015-04-30,"162,000","305,667"
2015-05-04,"162,000","305,355"
2015-05-06,"162,000","305,200"
2015-05-07,"161,000","305,083"
2015-05-08,"161,000","305,083"
2015-05-11,"161,000","305,555"
2015-05-12,"161,000","305,722"
2015-05-13,"161,000","305,722"
2015-05-14,"161,000","306,289"
2015-05-15,"161,000","307,155"
