구분,평균,평년
2004-01-02,"190,000","133,867"
2004-01-03,"190,000","134,000"
2004-01-05,"192,000","134,300"
2004-01-06,"192,000","134,463"
2004-01-07,"192,000","134,627"
2004-01-08,"190,000","134,907"
2004-01-09,"190,000","135,187"
2004-01-10,"190,000","135,433"
2004-01-12,"190,000","135,717"
2004-01-13,"189,000","135,947"
2004-01-14,"189,000","136,373"
2004-01-15,"189,000","137,107"
2004-01-16,"187,000","137,907"
2004-01-17,"187,000","138,503"
2004-01-19,"187,000","139,517"
2004-01-20,"187,000","139,533"
2004-01-24,"187,000","140,567"
2004-01-26,"187,000","141,033"
2004-01-27,"187,000","141,333"
2004-01-28,"187,000","141,600"
2004-01-29,"187,000","141,800"
2004-01-30,"187,000","141,867"
2004-01-31,"187,000","141,933"
2004-02-02,"187,000","142,000"
2004-02-03,"187,000","142,067"
2004-02-04,"187,000","142,233"
2004-02-05,"187,000","142,400"
2004-02-06,"187,000","142,600"
2004-02-07,"187,000","142,800"
2004-02-09,"187,000","142,933"
2004-02-10,"187,000","142,933"
2004-02-11,"187,000","142,933"
2004-02-12,"187,000","142,933"
2004-02-13,"186,600","142,933"
2004-02-14,"186,600","142,933"
2004-02-16,"186,600","142,767"
2004-02-17,"186,600","142,667"
2004-02-18,"186,600","142,467"
2004-02-19,"186,600","142,133"
2004-02-20,"186,600","142,067"
2004-02-21,"186,600","142,100"
2004-02-23,"186,600","142,200"
2004-02-24,"186,600","142,573"
2004-02-25,"186,600","142,880"
2004-02-26,"186,600","143,227"
2004-02-27,"188,600","143,640"
2004-02-28,"188,600","144,050"
2004-03-02,"187,600","144,137"
2004-03-03,"187,600","144,293"
2004-03-04,"187,600","144,467"
2004-03-05,"187,600","144,600"
2004-03-06,"187,600","144,667"
2004-03-08,"187,600","144,667"
2004-03-09,"187,600","144,667"
2004-03-10,"187,600","144,667"
2004-03-11,"187,600","144,667"
2004-03-12,"187,600","144,867"
2004-03-13,"187,600","145,067"
2004-03-15,"187,600","145,333"
2004-03-16,"187,600","145,333"
2004-03-17,"189,600","145,600"
2004-03-18,"189,600","145,667"
2004-03-19,"189,600","145,667"
2004-03-20,"189,600","145,667"
2004-03-22,"189,600","145,667"
2004-03-23,"189,600","145,800"
2004-03-24,"189,600","145,933"
2004-03-25,"189,600","146,067"
2004-03-26,"189,600","146,433"
2004-03-27,"189,600","146,733"
2004-03-29,"189,600","147,067"
2004-03-30,"189,600","147,067"
2004-03-31,"189,600","147,067"
2004-04-01,"189,600","147,067"
2004-04-02,"189,600","147,067"
2004-04-03,"189,600","147,067"
2004-04-06,"189,600","147,067"
2004-04-07,"189,600","147,067"
2004-04-08,"189,600","147,067"
2004-04-09,"189,600","147,067"
2004-04-10,"189,600","147,067"
2004-04-12,"189,600","146,640"
2004-04-13,"189,600","146,533"
2004-04-14,"189,600","146,427"
2004-04-16,"189,600","145,867"
2004-04-17,"189,600","145,800"
2004-04-19,"189,600","145,733"
2004-04-20,"189,600","145,667"
2004-04-21,"191,600","145,667"
2004-04-22,"191,600","145,667"
2004-04-23,"191,600","145,667"
2004-04-24,"191,600","145,667"
2004-04-26,"191,600","145,667"
2004-04-27,"191,600","145,667"
2004-04-28,"191,600","145,667"
2004-04-29,"191,600","145,667"
2004-04-30,"191,600","145,667"
2004-05-01,"191,600","145,667"
2004-05-03,"191,600","145,667"
2004-05-04,"191,600","145,667"
2004-05-06,"192,600","145,667"
2004-05-07,"192,600","145,667"
2004-05-08,"192,600","145,667"
2004-05-10,"194,600","145,707"
2004-05-11,"194,600","145,747"
2004-05-12,"194,600","145,787"
2004-05-13,"194,600","145,827"
2004-05-14,"194,600","145,867"
2004-05-15,"194,600","145,867"
2004-05-17,"194,600","145,867"
2004-05-18,"194,600","146,027"
2004-05-19,"194,600","146,187"
2004-05-20,"194,600","146,347"
2004-05-21,"194,600","146,507"
2004-05-22,"194,600","146,667"
2004-05-24,"194,600","146,600"
2004-05-25,"194,600","146,533"
2004-05-27,"194,600","146,533"
2004-05-28,"194,600","146,533"
2004-05-29,"194,600","146,600"
2004-05-31,"194,600","146,667"
2004-06-01,"194,600","146,667"
2004-06-02,"194,600","146,667"
2004-06-03,"194,600","146,667"
2004-06-04,"194,600","146,667"
2004-06-05,"194,600","146,667"
2004-06-07,"194,600","146,667"
2004-06-08,"194,600","146,667"
2004-06-09,"190,600","146,667"
2004-06-10,"190,600","146,667"
2004-06-11,"190,600","146,667"
2004-06-12,"190,600","146,667"
2004-06-14,"190,600","146,667"
2004-06-15,"188,600","146,667"
2004-06-16,"188,000","146,667"
2004-06-17,"188,000","146,667"
2004-06-18,"184,000","146,667"
2004-06-19,"184,000","146,667"
2004-06-21,"182,000","146,667"
2004-06-22,"182,000","146,667"
2004-06-23,"182,000","146,667"
2004-06-24,"182,000","146,667"
2004-06-25,"178,000","146,667"
2004-06-26,"178,000","146,667"
2004-06-28,"177,000","146,667"
2004-06-29,"177,000","146,667"
2004-06-30,"177,000","146,667"
2004-07-01,"177,000","146,667"
2004-07-02,"175,000","146,667"
2004-07-05,"175,000","146,667"
2004-07-06,"171,000","146,667"
2004-07-07,"169,000","146,533"
2004-07-08,"168,000","146,400"
2004-07-09,"168,000","146,333"
2004-07-12,"168,000","146,000"
2004-07-13,"168,000","146,000"
2004-07-14,"168,000","146,000"
2004-07-15,"170,000","146,000"
2004-07-16,"170,000","146,000"
2004-07-19,"170,000","146,000"
2004-07-20,"170,000","146,000"
2004-07-21,"170,000","146,000"
2004-07-22,"168,000","146,000"
2004-07-23,"170,000","146,000"
2004-07-26,"170,000","145,933"
2004-07-27,"170,000","145,800"
2004-07-28,"168,000","145,600"
2004-07-29,"168,000","145,400"
2004-07-30,"168,000","145,250"
2004-08-02,"168,000","144,867"
2004-08-03,"168,000","144,800"
2004-08-04,"168,000","144,733"
2004-08-05,"165,000","144,667"
2004-08-06,"165,000","144,667"
2004-08-09,"165,000","144,667"
2004-08-10,"164,000","144,667"
2004-08-11,"164,000","144,667"
2004-08-12,"164,000","144,667"
2004-08-13,"164,000","144,667"
2004-08-15,"164,000","144,667"
2004-08-16,"161,000","144,667"
2004-08-17,"159,000","144,667"
2004-08-18,"153,000","144,667"
2004-08-19,"152,000","144,667"
2004-08-20,"152,000","144,667"
2004-08-23,"152,000","144,667"
2004-08-24,"152,000","144,667"
2004-08-25,"151,000","144,667"
2004-08-26,"151,000","144,667"
2004-08-27,"151,000","144,667"
2004-08-30,"150,000","144,400"
2004-08-31,"149,000","144,267"
2004-09-01,"149,000","144,133"
2004-09-02,"149,000","144,000"
2004-09-03,"149,000","144,000"
2004-09-06,"149,000","143,733"
2004-09-07,"149,000","143,600"
2004-09-08,"149,000","143,467"
2004-09-09,"149,000","143,333"
2004-09-10,"149,000","143,333"
2004-09-13,"149,000","143,333"
2004-09-14,"149,000","143,467"
2004-09-15,"149,000","143,600"
2004-09-16,"149,000","143,600"
2004-09-17,"148,000","143,700"
2004-09-20,"148,000","143,067"
2004-09-21,"148,000","142,867"
2004-09-22,"148,000","142,800"
2004-09-23,"150,000","142,833"
2004-09-24,"150,000","142,867"
2004-09-30,"150,000","143,000"
2004-10-01,"150,000","143,000"
2004-10-04,"150,000","142,867"
2004-10-05,"150,000","142,733"
2004-10-06,"150,000","142,733"
2004-10-07,"150,000","142,633"
2004-10-08,"150,000","142,600"
2004-10-11,"150,000","142,867"
2004-10-12,"150,000","142,800"
2004-10-13,"150,000","142,733"
2004-10-14,"150,000","142,800"
2004-10-15,"150,000","142,967"
2004-10-18,"150,000","143,467"
2004-10-19,"150,000","143,733"
2004-10-20,"150,000","144,000"
2004-10-21,"150,000","144,200"
2004-10-22,"150,000","144,250"
2004-10-25,"152,000","145,467"
2004-10-26,"152,000","145,933"
2004-10-27,"152,000","146,200"
2004-10-28,"152,000","146,333"
2004-10-29,"152,000","146,333"
2004-11-01,"156,000","146,133"
2004-11-02,"158,000","146,067"
2004-11-03,"158,000","146,000"
2004-11-04,"158,000","145,933"
2004-11-05,"158,000","145,933"
2004-11-08,"158,000","145,800"
2004-11-09,"158,000","145,733"
2004-11-10,"158,000","145,667"
2004-11-11,"159,000","145,667"
2004-11-12,"159,000","145,667"
2004-11-15,"160,000","145,533"
2004-11-16,"160,000","145,533"
2004-11-17,"160,000","145,400"
2004-11-18,"162,000","145,333"
2004-11-19,"161,000","145,267"
2004-11-22,"163,000","145,000"
2004-11-23,"164,000","145,000"
2004-11-24,"164,000","144,733"
2004-11-25,"164,000","144,467"
2004-11-26,"164,000","144,333"
2004-11-29,"163,000","142,733"
2004-11-30,"163,000","142,333"
2004-12-02,"163,000","141,400"
2004-12-03,"163,000","141,400"
2004-12-06,"163,000","140,267"
2004-12-07,"160,000","139,933"
2004-12-08,"160,000","139,733"
2004-12-09,"160,000","139,667"
2004-12-10,"160,000","139,827"
2004-12-13,"160,000","140,133"
2004-12-14,"160,000","140,320"
2004-12-15,"158,000","140,440"
2004-12-16,"157,000","140,467"
2004-12-17,"157,000","140,433"
2004-12-20,"158,000","140,533"
2004-12-21,"159,000","140,800"
2004-12-24,"159,000","140,910"
2004-12-27,"160,000","140,760"
2004-12-28,"156,000","140,627"
2004-12-29,"156,000","140,540"
2004-12-30,"156,000","140,520"
2004-12-31,"154,000","140,560"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
