? ì§œ,WTI,Brent,Dubai,¸Þ¹Ð Æò±Õ°ª,
2011-05-31,109.66,116.73,102.7,"2,940",
2011-06-01,110.13,114.53,100.29,"2,940",
2011-06-02,107.83,115.54,100.4,"2,940",
2011-06-03,108.21,115.84,100.22,"2,940",
2011-06-07,108.22,116.78,99.09,"2,940",
2011-06-08,109.41,117.85,100.74,"2,940",
2011-06-09,111.18,119.57,101.93,"2,940",
2011-06-10,112.04,118.78,99.29,"2,940",
2011-06-13,111.41,119.1,97.3,"2,940",
2011-06-14,111.49,120.16,99.37,"2,940",
2011-06-15,111.8,117.1,94.81,"2,940",
2011-06-16,108.25,114.02,94.95,"2,940",
2011-06-17,105.43,113.21,93.01,"2,940",
2011-06-20,105.89,111.69,93.26,"2,940",
2011-06-21,106.87,110.95,93.4,"2,940",
2011-06-22,105.6,114.21,95.41,"2,940",
2011-06-23,106.14,107.26,91.02,"2,940",
2011-06-24,101.54,105.12,91.16,"2,940",
2011-06-27,101.07,105.99,90.61,"2,940",
2011-06-28,102.95,108.78,92.89,"2,940",
2011-06-29,104.74,112.4,94.77,"2,940",
2011-06-30,106.75,112.48,95.42,"2,940",
2011-07-01,105.57,111.77,94.94,"2,940",
2011-07-04,106.15,111.39,,"2,900",
2011-07-05,105.1,113.61,96.89,"2,900",
2011-07-06,106.52,113.62,96.65,"2,900",
2011-07-07,108.47,118.59,98.67,"2,900",
2011-07-08,111.89,118.33,96.2,"2,900",
2011-07-11,110.32,117.24,95.15,"2,900",
2011-07-12,109.01,117.75,97.43,"2,900",
2011-07-13,111.55,118.78,98.05,"2,900",
2011-07-14,110.82,118.32,95.69,"2,900",
2011-07-15,109.8,117.26,97.24,"2,900",
2011-07-18,110.89,116.05,95.93,"2,900",
2011-07-19,111.07,117.06,97.5,"2,900",
2011-07-20,112.1,118.15,98.14,"2,900",
2011-07-21,111.5,117.51,99.13,"2,900",
2011-07-22,112.34,118.67,99.87,"2,900",
2011-07-25,112.09,117.94,99.2,"2,900",
2011-07-26,112.31,118.28,99.59,"2,900",
2011-07-27,112.27,117.43,97.4,"2,900",
2011-07-28,112.28,117.36,97.44,"2,900",
2011-07-29,111.1,116.74,95.7,"2,900",
2011-08-01,113.21,116.81,94.89,"2,900",
2011-08-02,109.98,116.46,93.79,"2,900",
2011-08-03,109.59,113.23,91.93,"2,900",
2011-08-04,107.23,107.25,86.63,"2,900",
2011-08-05,101.05,109.37,86.88,"2,900",
2011-08-08,101.76,103.74,81.31,"2,900",
2011-08-09,,102.57,79.3,"2,900",
2011-08-10,100.03,106.68,82.89,"2,900",
2011-08-11,102.11,108.02,85.72,"2,900",
2011-08-12,102.28,108.03,85.38,"2,840",
2011-08-16,103.42,109.47,86.65,"2,840",
2011-08-17,104.79,110.6,87.58,"2,840",
2011-08-18,105.04,106.99,82.38,"2,840",
2011-08-19,100.98,108.62,82.26,"2,840",
2011-08-22,101.96,108.36,84.12,"2,840",
2011-08-23,104.58,109.31,85.44,"2,840",
2011-08-24,104.73,110.15,85.16,"2,840",
2011-08-25,106.54,110.62,85.3,"2,840",
2011-08-26,105.98,111.36,85.37,"2,840",
2011-08-29,106.85,111.88,87.27,"2,840",
2011-08-30,,114.02,88.9,"2,840",
2011-08-31,109.73,114.85,88.81,"2,840",
2011-09-01,109.34,114.29,88.93,"2,840",
2011-09-02,108.93,112.33,86.45,"2,840",
2011-09-05,106.77,110.08,,"2,840",
2011-09-06,105.83,112.89,86.02,"2,840",
2011-09-07,108.73,115.8,89.34,"2,840",
2011-09-08,110.08,114.55,89.05,"2,840",
2011-09-09,109.15,112.77,87.24,"2,840",
2011-09-14,105.68,112.4,88.91,"2,840",
2011-09-15,105.4,115.34,89.4,"2,840",
2011-09-16,108.2,112.22,87.96,"2,840",
2011-09-19,107.83,109.14,85.7,"2,840",
2011-09-20,106.1,110.54,86.89,"2,840",
2011-09-21,107.11,110.36,85.92,"2,840",
2011-09-22,104.38,105.49,80.51,"2,840",
2011-09-23,103.18,103.97,79.85,"2,840",
2011-09-26,99.74,103.94,80.24,"2,840",
2011-09-27,102.61,107.14,84.45,"2,840",
2011-09-28,103.49,103.81,81.21,"2,840",
2011-09-29,101.68,103.95,82.14,"2,880",
2011-09-30,100.61,102.76,79.2,"2,880",
2011-10-04,96.76,99.79,75.67,"2,880",
2011-10-05,97.08,102.73,79.68,"2,880",
2011-10-06,98.67,105.73,82.59,"2,880",
2011-10-07,100.35,105.88,82.98,"2,880",
2011-10-10,101.31,108.95,85.41,"2,880",
2011-10-11,102.23,110.73,85.81,"2,880",
2011-10-12,104.71,111.36,85.57,"2,860",
2011-10-13,103.94,111.11,84.23,"2,860",
2011-10-14,105.25,114.68,86.8,"2,860",
2011-10-17,107.37,110.16,86.38,"2,860",
2011-10-18,105.22,111.15,88.34,"2,860",
2011-10-19,105.53,108.39,86.11,"2,860",
2011-10-20,105.38,109.76,85.3,"2,860",
2011-10-21,105.56,109.56,87.4,"2,860",
2011-10-24,107.08,111.45,91.27,"2,860",
2011-10-25,106.98,110.92,93.17,"2,860",
2011-10-26,,108.91,90.2,"2,860",
2011-10-27,106.97,112.08,93.96,"2,860",
2011-10-28,107.13,109.91,93.32,"2,860",
2011-10-31,105.8,109.56,93.19,"2,860",
2011-11-01,103.65,109.54,92.19,"2,860",
2011-11-02,106.24,109.34,92.51,"2,860",
2011-11-03,104.31,110.83,94.07,"2,860",
2011-11-04,107,111.97,94.26,"2,860",
2011-11-07,,114.56,95.52,"2,860",
2011-11-08,111.26,115,96.8,"2,860",
2011-11-09,110.52,112.31,95.74,"2,860",
2011-11-10,108.48,113.71,97.78,"2,860",
2011-11-11,110.32,114.16,98.99,"2,860",
2011-11-14,110.7,111.89,98.14,"2,860",
2011-11-15,109.53,112.39,99.37,"2,860",
2011-11-16,110.59,111.88,102.59,"2,860",
2011-11-17,109.72,108.22,98.82,"2,860",
2011-11-18,107.67,107.56,97.41,"2,860",
2011-11-21,106.21,106.88,96.92,"2,860",
2011-11-22,106.67,109.03,98.01,"2,860",
2011-11-23,107.39,107.02,96.17,"2,860",
2011-11-24,106.8,107.78,,"2,860",
2011-11-25,106.32,106.4,96.77,"2,860",
2011-11-28,107.18,109,98.21,"2,860",
2011-11-29,107.35,110.82,99.79,"2,860",
2011-11-30,108.26,110.52,100.36,"2,860",
2011-12-02,107.56,109.94,100.96,"2,860",
2011-12-05,108.8,109.81,100.99,"2,860",
2011-12-06,107.31,110.81,101.28,"2,860",
2011-12-07,108.86,109.53,100.49,"2,860",
2011-12-08,107.97,108.11,98.34,"2,860",
2011-12-09,105.62,108.62,99.41,"2,860",
2011-12-12,105.87,107.26,97.77,"2,860",
2011-12-13,105.51,109.5,100.14,"2,860",
2011-12-14,106.57,105.02,94.95,"2,860",
2011-12-15,102.99,105.09,93.87,"2,860",
2011-12-16,101.98,103.35,93.53,"2,860",
2011-12-19,100.96,103.64,93.88,"2,860",
2011-12-20,102.25,106.73,97.22,"2,860",
2011-12-21,104.71,107.71,98.67,"2,860",
2011-12-22,105.27,107.89,99.53,"2,860",
2011-12-23,105.48,107.96,99.68,"2,860",
,,,,"2,860",
2011-12-27,105.33,109.27,101.34,"2,820",
2011-12-28,105.77,107.56,99.36,"2,820",
2011-12-29,104.61,108.01,99.65,"2,820",
2011-12-30,104.89,107.38,98.83,"2,820",
,,,,"2,820",
2012-01-03,105.91,112.13,102.96,"2,820",
2012-01-04,108.49,113.7,103.22,"2,820",
2012-01-05,110.23,112.74,101.81,"2,820",
2012-01-06,109.92,113.06,101.56,"2,820",
2012-01-09,110.5,112.45,101.31,"2,820",
2012-01-10,110.39,113.28,102.24,"2,820",
2012-01-11,110.95,112.24,100.87,"2,820",
2012-01-12,110.69,111.26,99.1,"2,820",
2012-01-13,109.84,110.44,98.7,"2,820",
2012-01-16,109.46,111.2,,"2,820",
2012-01-17,110.29,111.53,100.71,"2,820",
2012-01-18,109.61,110.66,100.59,"2,820",
2012-01-19,109.47,111.55,100.39,"2,820",
2012-01-20,109.5,109.86,98.46,"2,820",
2012-01-25,108.29,109.81,99.4,"2,820",
2012-01-26,108.78,110.79,99.7,"2,820",
2012-01-27,109.14,111.46,99.56,"2,820",
2012-01-30,109.75,110.75,98.78,"2,820",
2012-01-31,109.59,110.98,98.48,"2,820",
2012-02-01,109.14,111.56,97.61,"2,820",
2012-02-02,109.67,112.07,96.36,"2,780",
2012-02-03,109.9,114.58,97.84,"2,780",
2012-02-06,111.7,115.93,96.91,"2,780",
2012-02-07,113.25,116.23,98.41,"2,740",
2012-02-08,113.85,117.2,98.71,"2,700",
2012-02-09,114.53,118.59,99.84,"2,700",
2012-02-10,115.22,117.31,98.67,"2,700",
2012-02-13,115.91,117.93,100.91,"2,700",
2012-02-14,115.25,118.16,100.74,"2,700",
2012-02-15,116.43,118.93,101.8,"2,700",
2012-02-16,116.23,120.11,102.31,"2,700",
2012-02-17,117.45,119.58,103.24,"2,700",
2012-02-20,117.98,120.05,,"2,700",
2012-02-21,117.69,121.66,105.84,"2,700",
2012-02-22,119.42,122.9,106.28,"2,700",
2012-02-23,120.22,123.62,107.83,"2,700",
2012-02-24,121.57,125.47,109.77,"2,700",
2012-02-27,122.56,124.17,108.56,"2,660",
2012-02-28,121.81,121.55,106.55,"2,580",
2012-02-29,120.02,122.66,107.07,"2,580",
2012-03-02,122.25,123.65,106.7,"2,580",
2012-03-05,121.09,123.8,106.72,"2,580",
2012-03-06,121.65,121.98,104.7,"2,560",
2012-03-07,120.75,124.12,106.16,"2,560",
2012-03-08,123.29,125.44,106.58,"2,560",
2012-03-09,123.62,125.98,107.4,"2,560",
2012-03-12,123.67,125.34,106.34,"2,560",
2012-03-13,124.21,126.22,106.71,"2,560",
2012-03-14,124.22,124.97,105.43,"2,560",
2012-03-15,123.64,123.55,105.11,"2,560",
2012-03-16,122.23,125.81,107.06,"2,560",
2012-03-19,123.94,125.71,108.09,"2,560",
2012-03-20,123.17,124.12,105.61,"2,560",
2012-03-21,123.09,124.2,107.27,"2,560",
2012-03-22,121.99,123.14,105.35,"2,560",
2012-03-23,122.18,125.13,106.87,"2,560",
2012-03-26,122.91,125.65,107.03,"2,560",
2012-03-27,123.16,125.54,107.33,"2,560",
2012-03-28,122.07,124.16,105.41,"2,500",
2012-03-29,121.57,122.39,102.78,"2,480",
2012-03-30,120.38,122.88,103.02,"2,480",
2012-04-02,119.97,125.43,105.23,"2,480",
2012-04-03,121.97,124.86,104.01,"2,480",
2012-04-04,122,122.34,101.47,"2,480",
2012-04-05,120.74,123.43,103.31,"2,480",
,,,,"2,480",
2012-04-09,119.69,122.67,102.46,"2,480",
2012-04-10,119.17,119.88,101.02,"2,480",
2012-04-12,117.56,121.71,103.64,"2,480",
2012-04-13,118.38,121.83,102.83,"2,480",
2012-04-16,116.23,118.68,102.93,"2,480",
2012-04-17,115.18,118.78,104.2,"2,460",
2012-04-18,115.58,117.97,102.67,"2,460",
2012-04-19,115.4,118,102.27,"2,460",
2012-04-20,115.45,118.76,103.05,"2,460",
2012-04-23,114.57,118.71,103.11,"2,460",
2012-04-24,114.41,118.16,103.55,"2,460",
2012-04-25,115.18,119.12,104.12,"2,460",
2012-04-26,115.82,119.92,104.55,"2,460",
2012-04-27,116.32,119.83,104.93,"2,460",
2012-04-30,116.38,119.47,104.87,"2,460",
2012-05-02,116.59,118.2,105.22,"2,460",
2012-05-03,115.55,116.08,102.54,"2,460",
2012-05-04,112.92,113.18,98.49,"2,460",
2012-05-07,109.24,113.16,97.94,"2,460",
2012-05-08,108.97,112.73,97.01,"2,460",
2012-05-09,108.93,113.2,96.81,"2,460",
2012-05-10,109.38,112.73,97.08,"2,460",
2012-05-11,108.41,112.26,96.13,"2,460",
2012-05-14,107.94,111.57,94.78,"2,460",
2012-05-15,108.63,112.24,93.98,"2,460",
2012-05-16,107.76,111.71,92.81,"2,460",
2012-05-17,107.16,107.49,92.56,"2,460",
2012-05-18,104.48,107.14,91.48,"2,460",
2012-05-21,105.13,108.81,92.57,"2,460",
2012-05-22,105.5,108.41,91.66,"2,460",
2012-05-23,103.69,105.56,89.9,"2,460",
2012-05-24,102.24,106.55,90.66,"2,460",
2012-05-25,103.84,106.83,90.86,"2,460",
2012-05-29,105.01,106.68,90.76,"2,460",
2012-05-30,103.39,103.47,87.82,"2,460",
2012-05-31,101.59,101.87,86.53,"2,460",
2012-06-01,98.43,98.43,83.23,"2,460",
2012-06-04,95.16,98.85,83.98,"2,460",
2012-06-05,95.99,98.84,84.29,"2,460",
2012-06-07,97.49,99.93,84.82,"2,440",
2012-06-08,96.51,99.47,84.1,"2,440",
2012-06-11,98.66,98,82.7,"2,440",
2012-06-12,95.41,97.14,83.32,"2,420",
2012-06-13,93.84,97.13,82.62,"2,360",
2012-06-14,95.59,97.03,83.91,"2,360",
2012-06-15,96.66,97.61,84.03,"2,360",
2012-06-18,96.47,96.05,83.27,"2,360",
2012-06-19,93.85,95.76,84.03,"2,360",
2012-06-20,94.27,92.69,81.8,"2,360",
2012-06-21,90.67,89.23,78.2,"2,360",
2012-06-22,89.15,90.98,79.76,"2,360",
2012-06-25,89.81,91.01,79.21,"2,360",
2012-06-26,91.01,93.02,79.36,"2,360",
2012-06-27,91.24,93.5,80.21,"2,360",
2012-06-28,91.77,91.36,77.69,"2,360",
2012-06-29,92.89,97.8,84.96,"2,360",
2012-07-02,93.72,97.34,83.75,"2,360",
2012-07-03,95.29,100.68,87.66,"2,360",
2012-07-04,97.17,99.77,,"2,360",
2012-07-05,97.96,100.7,87.22,"2,340",
2012-07-06,97.59,98.19,84.45,"2,340",
2012-07-09,96.76,100.32,85.99,"2,340",
2012-07-10,96.41,97.97,83.91,"2,340",
2012-07-11,96.44,100.23,85.81,"2,340",
2012-07-12,97.04,101.07,86.08,"2,340",
2012-07-13,97.68,102.4,87.1,"2,340",
2012-07-16,98.84,103.55,88.43,"2,340",
2012-07-17,100.86,104,89.22,"2,340",
2012-07-18,100.89,105.16,89.87,"2,340",
2012-07-19,102.71,107.8,92.66,"2,340",
2012-07-20,103.39,106.83,91.44,"2,340",
2012-07-23,99.62,103.26,88.14,"2,340",
2012-07-24,100.39,103.42,88.5,"2,340",
2012-07-25,100.28,104.38,88.97,"2,340",
2012-07-26,100.49,105.26,89.39,"2,340",
2012-07-27,102.06,106.47,90.13,"2,340",
2012-07-30,102.38,106.2,89.78,"2,340",
2012-07-31,101.9,104.92,88.06,"2,340",
2012-08-01,101.04,105.96,88.91,"2,340",
2012-08-02,101.73,105.9,87.13,"2,340",
2012-08-03,102.45,108.94,91.4,"2,340",
2012-08-06,104.54,109.55,92.2,"2,340",
2012-08-07,106.01,112,93.67,"2,340",
2012-08-08,106.87,112.14,93.35,"2,340",
2012-08-09,,113.22,93.36,"2,340",
2012-08-10,108.22,112.95,92.87,"2,340",
2012-08-13,108.63,113.6,92.73,"2,340",
2012-08-14,109.32,114.03,93.43,"2,340",
2012-08-16,111.23,116.9,95.6,"2,340",
2012-08-17,111.03,113.71,96.01,"2,340",
2012-08-20,,113.7,95.97,"2,340",
2012-08-21,111.61,114.64,96.68,"2,340",
2012-08-22,111.59,114.91,97.26,"2,340",
2012-08-23,113.21,115.01,96.27,"2,340",
2012-08-24,111.54,113.59,96.15,"2,340",
2012-08-27,111.82,112.26,95.47,"2,340",
2012-08-28,110.02,112.58,96.33,"2,340",
2012-08-29,109.49,112.54,95.49,"2,340",
2012-08-30,110.24,112.65,94.62,"2,340",
2012-08-31,110.33,114.57,96.47,"2,340",
2012-09-03,111.79,115.78,,"2,340",
2012-09-04,113.29,114.18,95.3,"2,340",
2012-09-05,111.64,113.09,95.36,"2,340",
2012-09-06,112.09,113.49,95.53,"2,340",
2012-09-07,111.84,114.25,96.42,"2,340",
2012-09-10,112.89,114.81,96.54,"2,340",
2012-09-11,113.11,115.4,97.17,"2,340",
2012-09-12,113.93,115.96,97.01,"2,340",
2012-09-13,113.69,116.9,98.31,"2,340",
2012-09-14,115.41,116.66,99,"2,340",
2012-09-17,114.76,113.79,96.62,"2,340",
2012-09-18,111.76,112.03,95.29,"2,340",
2012-09-19,110.79,108.19,91.98,"2,340",
2012-09-20,105.64,110.03,91.87,"2,340",
2012-09-21,108.18,111.42,92.89,"2,340",
2012-09-24,108.17,109.81,91.93,"2,340",
2012-09-25,108.61,110.45,91.37,"2,340",
2012-09-26,107.64,110.04,89.98,"2,340",
2012-09-27,108.09,112.01,91.85,"2,340",
2012-09-28,110.56,112.39,92.19,"2,340",
2012-10-02,109.59,111.57,91.89,"2,340",
2012-10-04,106.33,112.58,91.71,"2,340",
2012-10-05,109.1,112.02,89.88,"2,340",
2012-10-08,107.73,111.82,89.33,"2,340",
2012-10-09,108.98,114.5,92.39,"2,340",
2012-10-10,110.57,114.33,91.25,"2,340",
2012-10-11,111.16,115.71,92.07,"2,340",
2012-10-12,111.3,114.62,91.86,"2,340",
2012-10-15,110.78,115.8,91.85,"2,340",
2012-10-16,111.61,115.07,92.09,"2,340",
2012-10-17,112.03,113.22,92.12,"2,340",
2012-10-18,111.4,112.42,92.1,"2,340",
2012-10-19,110.21,110.14,90.05,"2,340",
2012-10-22,108.18,109.44,88.73,"2,340",
2012-10-23,107.11,108.25,86.67,"2,340",
2012-10-24,106.6,107.85,85.73,"2,340",
2012-10-25,106.76,108.49,86.05,"2,340",
2012-10-26,,109.55,86.28,"2,340",
2012-10-29,106.42,109.44,85.54,"2,340",
2012-10-30,106.85,109.08,85.68,"2,340",
2012-10-31,106.91,108.7,86.24,"2,340",
2012-11-01,106.81,108.17,87.09,"2,340",
2012-11-02,106.03,105.68,84.86,"2,340",
2012-11-05,103.41,107.73,85.65,"2,340",
2012-11-06,105.13,111.07,88.71,"2,340",
2012-11-07,108.29,106.82,84.44,"2,340",
2012-11-08,104.75,107.25,85.09,"2,340",
2012-11-09,104.81,109.4,86.07,"2,340",
2012-11-12,106.43,109.07,85.57,"2,340",
2012-11-13,,108.26,85.38,"2,340",
2012-11-14,105.89,109.61,86.32,"2,340",
2012-11-15,107.32,110.98,85.45,"2,340",
2012-11-16,107.23,108.95,86.67,"2,340",
2012-11-19,108.41,111.7,89.28,"2,340",
2012-11-20,109.51,109.83,86.75,"2,340",
2012-11-21,108.54,110.86,87.38,"2,340",
2012-11-22,108.74,110.55,,"2,340",
2012-11-23,108.73,111.38,88.28,"2,340",
2012-11-26,109.41,110.92,87.74,"2,340",
2012-11-27,109.06,109.87,87.18,"2,360",
2012-11-28,108.22,109.51,86.49,"2,360",
2012-11-29,107.24,110.76,88.07,"2,360",
2012-11-30,108.98,111.23,88.91,"2,360",
2012-12-03,108.44,110.92,89.09,"2,360",
2012-12-04,107.89,109.84,88.5,"2,360",
2012-12-05,107.47,108.81,87.88,"2,360",
2012-12-06,106.06,107.03,86.26,"2,360",
2012-12-07,104.68,107.02,85.93,"2,360",
2012-12-10,104.59,107.33,85.56,"2,360",
2012-12-11,104.24,108.01,85.79,"2,360",
2012-12-12,104.85,109.5,86.77,"2,360",
2012-12-13,105.66,107.91,85.89,"2,340",
2012-12-14,105.1,,,"2,340",
2012-12-17,105.86,107.64,87.2,"2,340",
2012-12-18,105.78,108.84,87.93,"2,340",
2012-12-20,106.58,110.2,90.13,"2,340",
2012-12-21,106.78,108.97,88.66,"2,340",
2012-12-24,106.06,108.8,88.61,"2,340",
2012-12-26,106.8,111.07,90.98,"2,340",
2012-12-27,108.08,110.8,90.87,"2,340",
2012-12-28,107.99,110.62,90.8,"2,340",
2012-12-31,107.81,,,"2,340",
2013-01-02,107.61,112.47,93.12,"2,340",
2013-01-03,107.72,112.14,92.92,"2,340",
2013-01-04,107.46,111.31,93.09,"2,340",
2013-01-07,106.66,111.4,93.19,"2,340",
2013-01-08,107.29,111.94,93.15,"2,340",
2013-01-09,108,111.76,93.1,"2,340",
2013-01-10,108.09,111.89,93.82,"2,340",
2013-01-11,,110.64,93.56,"2,340",
2013-01-14,106.93,111.88,94.14,"2,340",
2013-01-15,107.44,110.3,93.28,"2,340",
2013-01-16,106.59,110.61,94.24,"2,340",
2013-01-17,106.47,111.1,95.49,"2,340",
2013-01-18,107.01,111.89,95.56,"2,340",
2013-01-21,107.95,111.71,,"2,460",
2013-01-22,107.86,112.42,96.24,"2,460",
2013-01-23,108.09,112.8,95.23,"2,460",
2013-01-24,108.28,113.28,95.95,"2,460",
2013-01-25,109.13,113.28,95.88,"2,460",
2013-01-28,108.86,113.48,96.44,"2,460",
2013-01-29,108.68,114.36,97.57,"2,460",
2013-01-30,109.62,114.9,97.94,"2,460",
2013-01-31,110.8,115.55,97.49,"2,480",
2013-02-01,110.46,116.76,97.77,"2,480",
2013-02-04,111.67,115.6,96.17,"2,480",
2013-02-05,110.58,116.52,96.64,"2,460",
2013-02-06,111.6,116.73,96.62,"2,460",
2013-02-07,112.36,117.24,95.83,"2,460",
2013-02-08,112.64,118.9,95.72,"2,460",
2013-02-12,,118.66,97.51,"2,460",
2013-02-13,113.62,118.72,97.01,"2,460",
2013-02-14,113.28,118,97.31,"2,460",
2013-02-15,113.1,117.66,95.86,"2,460",
2013-02-18,113.04,117.38,,"2,460",
2013-02-19,111.99,117.52,96.66,"2,480",
2013-02-20,112.25,115.6,94.46,"2,480",
2013-02-21,109.79,113.53,92.84,"2,480",
2013-02-22,109.53,114.1,93.13,"2,480",
2013-02-25,109.83,114.44,93.11,"2,480",
2013-02-26,108.8,112.71,92.63,"2,480",
2013-02-27,108.42,111.87,92.76,"2,480",
2013-02-28,106.76,,,"2,480",
2013-03-04,104.81,110.09,90.12,"2,480",
2013-03-05,105.66,111.61,90.82,"2,480",
2013-03-06,106.84,111.06,90.43,"2,480",
2013-03-07,106.21,111.15,91.56,"2,480",
2013-03-08,106.56,110.85,91.95,"2,480",
2013-03-11,106.44,110.22,92.06,"2,480",
2013-03-12,105.49,109.65,92.54,"2,480",
2013-03-13,105.48,108.52,92.52,"2,480",
2013-03-14,104.57,109.42,93.03,"2,480",
2013-03-15,105.07,109.82,93.45,"2,480",
2013-03-18,105.04,109.51,93.74,"2,480",
2013-03-19,105.86,107.45,92.16,"2,480",
2013-03-20,104.78,108.72,92.96,"2,480",
2013-03-21,105.09,107.47,92.45,"2,480",
2013-03-22,104.13,107.66,93.71,"2,480",
2013-03-25,105.06,108.17,94.81,"2,480",
2013-03-26,105.15,109.36,96.34,"2,480",
2013-03-27,106.23,109.69,96.58,"2,480",
2013-03-28,107.07,110.02,97.23,"2,480",
,,,,"2,480",
2013-04-01,107.21,111.08,97.07,"2,480",
2013-04-02,108.41,110.69,97.19,"2,480",
2013-04-03,107.96,107.11,94.45,"2,480",
2013-04-04,105.14,106.34,93.26,"2,480",
2013-04-05,104.19,104.12,92.7,"2,480",
2013-04-08,103.13,104.66,93.36,"2,480",
2013-04-09,103.06,106.23,94.2,"2,480",
2013-04-10,103.73,105.79,94.64,"2,480",
2013-04-11,103.04,104.27,93.51,"2,480",
2013-04-12,101.64,103.11,91.29,"2,480",
2013-04-15,99.28,100.39,88.71,"2,480",
2013-04-16,97.81,99.91,88.72,"2,480",
2013-04-17,98.1,97.69,86.68,"2,480",
2013-04-18,96.71,99.13,87.73,"2,480",
2013-04-19,98.09,99.65,88.01,"2,480",
2013-04-22,98.31,100.39,88.76,"2,480",
2013-04-23,98.16,100.31,89.18,"2,480",
2013-04-24,99.59,101.73,91.43,"2,480",
2013-04-25,100.18,103.41,93.64,"2,480",
2013-04-26,101.07,103.16,93,"2,480",
2013-04-29,101.11,103.81,94.5,"2,480",
2013-04-30,101.28,102.37,93.46,"2,480",
2013-05-02,97.87,102.85,93.99,"2,480",
2013-05-03,99.82,104.19,95.61,"2,480",
2013-05-06,101.96,,,"2,480",
2013-05-07,102.13,,,"2,480",
2013-05-08,101.69,104.34,96.62,"2,480",
2013-05-09,101.25,104.47,96.39,"2,480",
2013-05-10,101.43,103.91,96.04,"2,480",
2013-05-13,100.3,102.82,95.17,"2,480",
2013-05-14,100,102.6,94.21,"2,480",
2013-05-15,99.24,103.68,94.3,"2,480",
2013-05-16,100.08,103.8,95.16,"2,480",
2013-05-20,101.56,104.8,96.71,"2,480",
2013-05-21,101.41,103.91,96.16,"2,480",
2013-05-22,100.39,102.6,94.28,"2,480",
2013-05-23,98.68,102.44,94.25,"2,480",
2013-05-24,,102.64,94.15,"2,480",
2013-05-27,99.43,102.62,,"2,480",
2013-05-28,100.38,104.23,95.01,"2,480",
2013-05-29,100.64,102.43,93.13,"2,480",
2013-05-30,99.14,102.19,93.61,"2,480",
2013-05-31,98.8,100.39,91.97,"2,480",
2013-06-03,97.64,102.06,93.45,"2,480",
2013-06-04,98.81,103.24,93.31,"2,480",
2013-06-05,100.14,103.04,93.74,"2,480",
2013-06-07,100.4,104.56,96.03,"2,480",
2013-06-10,100.6,103.95,95.77,"2,480",
2013-06-11,100.27,102.96,95.38,"2,440",
2013-06-12,99.92,103.49,95.88,"2,440",
2013-06-13,99.94,104.25,96.69,"2,440",
2013-06-14,102.14,105.93,97.85,"2,440",
2013-06-17,103.28,105.47,97.77,"2,440",
2013-06-18,102.14,106.02,98.44,"2,440",
2013-06-19,103.09,106.12,98.24,"2,440",
2013-06-20,101.27,102.15,95.4,"2,440",
2013-06-21,99.79,100.91,93.69,"2,440",
2013-06-24,97.34,101.16,95.18,"2,440",
2013-06-25,98.83,101.26,95.32,"2,440",
2013-06-26,98.62,101.66,95.5,"2,440",
2013-06-27,98.82,102.82,97.05,"2,440",
2013-06-28,100.38,102.16,96.56,"2,440",
2013-07-01,99.22,103,97.99,"2,440",
2013-07-02,99.67,104,99.6,"2,440",
2013-07-03,101.25,105.76,101.24,"2,440",
2013-07-04,101.67,105.54,,"2,440",
2013-07-05,101.95,107.72,103.22,"2,440",
2013-07-08,103.14,107.43,103.14,"2,440",
2013-07-09,103.3,107.81,103.53,"2,440",
2013-07-10,103.74,108.51,106.52,"2,440",
2013-07-11,104.11,107.73,104.91,"2,440",
2013-07-12,103.47,108.81,104.91,"2,440",
2013-07-15,104.15,109.09,106.32,"2,440",
2013-07-16,104.33,109.4,106,"2,440",
2013-07-17,103.89,108.61,106.48,"2,440",
2013-07-18,104.94,108.7,108.04,"2,440",
2013-07-19,105.39,108.07,108.05,"2,440",
2013-07-22,105.34,108.15,106.91,"2,440",
2013-07-23,104.83,108.42,107.23,"2,440",
2013-07-24,104.94,107.19,105.39,"2,440",
2013-07-25,104.51,107.65,105.49,"2,440",
2013-07-26,104.52,107.17,104.7,"2,440",
2013-07-29,104.38,107.45,104.55,"2,440",
2013-07-30,104.68,106.91,103.08,"2,440",
2013-07-31,104.29,107.7,105.03,"2,440",
2013-08-01,104.89,109.54,107.89,"2,440",
2013-08-02,105.86,108.95,106.94,"2,440",
2013-08-05,105.28,108.7,106.56,"2,440",
2013-08-06,104.46,108.18,105.3,"2,440",
2013-08-07,103.79,107.44,104.37,"2,440",
2013-08-08,,106.68,103.4,"2,440",
2013-08-09,,108.22,105.97,"2,440",
2013-08-12,103.95,108.97,106.11,"2,440",
2013-08-13,105.71,109.82,106.83,"2,440",
2013-08-14,105.46,110.2,106.85,"2,440",
2013-08-16,106.67,110.4,107.46,"2,440",
2013-08-19,107.4,109.9,107.1,"2,440",
2013-08-20,106.38,110.15,104.96,"2,440",
2013-08-21,106.72,109.81,103.85,"2,440",
2013-08-22,107.61,109.9,105.03,"2,440",
2013-08-23,107.76,111.04,106.42,"2,440",
2013-08-26,108.18,110.73,105.92,"2,440",
2013-08-27,107.76,114.36,109.01,"2,440",
2013-08-28,111.65,116.61,110.1,"2,440",
2013-08-29,112.99,115.16,108.8,"2,440",
2013-08-30,111.78,114.01,107.65,"2,440",
2013-09-02,109.1,114.33,,"2,400",
2013-09-03,109.81,115.68,108.54,"2,400",
