기간,소갈비평균,소갈비최고가,소갈비최저
2020-09-21,6424,9500,5000
2020-09-22,6424,9500,5000
2020-09-23,6424,9500,5000
2020-09-24,6424,9500,5000
2020-09-25,6424,9500,5000
2020-09-28,6424,9500,5000
2020-09-29,6424,9500,5000
2020-10-05,6424,9500,5000
2020-10-06,6424,9500,5000
2020-10-07,6424,9500,5000
2020-10-08,6424,9500,5000
2020-10-12,6424,9500,5000
2020-10-13,6279,8480,5000
2021-02-01,6364,8980,5000
2021-02-02,6606,8980,5000
2021-02-03,6606,8980,5330
2021-12-31,7850,9500,5500
